Observation id	Observation date	Description	Media file	Total length	FPS	Subject	Behavior	Behavioral category	Modifiers	Behavior type	Start (s)	Stop (s)	Duration (s)	Comment start	Comment stop
Sask Beach Camera 2 July 28 M2U00653	2021-07-12 22:22:34		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00653.MPG	5380.380	29.97	E77	Still			POINT	2213.000	2213.000	NA		
Sask Beach Camera 2 July 26 M2U00520	2021-07-12 17:00:00		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00644.MPG	5493.490	29.97	7F0	Crawl over			POINT	2214.013	2214.013	NA		
Sask Beach Camera 2 July 26 M2U00520	2021-07-12 17:00:00		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00644.MPG	5493.490	29.97	7F0	Join cluster 1			POINT	2214.013	2214.013	NA		
Sask Beach Camera 2 July 26 M2U00520	2021-07-12 17:00:00		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00644.MPG	5493.490	29.97	D8A	Allow crawl over			POINT	2214.013	2214.013	NA		
Sask Beach Camera 2 July 28 M2U00653	2021-07-12 22:22:34		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00653.MPG	5380.380	29.97	90F	Self-grooming			POINT	2215.715	2215.715	NA		
Sask Beach Camera 2 July 28 M2U00653	2021-07-12 22:22:34		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00653.MPG	5380.380	29.97	E77	Wing stretch			POINT	2215.715	2215.715	NA		
Sask Beach Camera 2 July 30 M2U00726	2021-07-15 18:09:40		F:/Bat Videos/Sask Beach/Camera 2 July 30 3.00/M2U00726.MPG	5726.090	29.97	3E4	Wing stretch			POINT	2220.224	2220.224	NA		
Sask Beach Camera 2 July 28 M2U00653	2021-07-12 22:22:34		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00653.MPG	5380.380	29.97	516	Active - Walking			POINT	2224.624	2224.624	NA		
Sask Beach Camera 2 July 28 M2U00653	2021-07-12 22:22:34		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00653.MPG	5380.380	29.97	516	Leave cluster			POINT	2224.624	2224.624	NA		
Sask Beach Camera 2 July 28 M2U00653	2021-07-12 22:22:34		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00653.MPG	5380.380	29.97	516	Wing stretch			POINT	2225.725	2225.725	NA		
Sask Beach Camera 2 July 28 M2U00653	2021-07-12 22:22:34		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00653.MPG	5380.380	29.97	D8A	Active - Walking			POINT	2229.529	2229.529	NA		
Sask Beach Camera 2 July 30 M2U00726	2021-07-15 18:09:40		F:/Bat Videos/Sask Beach/Camera 2 July 30 3.00/M2U00726.MPG	5726.090	29.97	3E4	Self-grooming			POINT	2230.635	2230.635	NA		
Sask Beach Camera 2 July 28 M2U00653	2021-07-12 22:22:34		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00653.MPG	5380.380	29.97	B9A	Self-grooming			POINT	2231.331	2231.331	NA		
Sask Beach Camera 1 July 25 M2U00512	2021-07-06 01:22:19		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00512.MPG	5729.100	29.97	516	Self-grooming			POINT	2231.475	2231.475	NA		
Sask Beach Camera 2 July 26 M2U00520	2021-07-12 17:00:00		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00644.MPG	5493.490	29.97	7F0	Self-grooming			POINT	2232.332	2232.332	NA		
Sask Beach Camera 2 July 28 M2U00653	2021-07-12 22:22:34		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00653.MPG	5380.380	29.97	D8A	Join cluster 1			POINT	2235.034	2235.034	NA		
Sask Beach Camera 2 July 30 M2U00725	2021-07-15 15:32:24		F:/Bat Videos/Sask Beach/Camera 2 July 30 3.00/M2U00725.MPG	5695.190	29.97	7F0	Wing stretch			POINT	2242.342	2242.342	NA		
Sask Beach Camera 2 July 28 M2U00653	2021-07-12 22:22:34		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00653.MPG	5380.380	29.97	D8A	Crawl over			POINT	2244.745	2244.745	NA		
Sask Beach Camera 2 July 28 M2U00653	2021-07-12 22:22:34		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00653.MPG	5380.380	29.97	E77	Allow crawl over			POINT	2244.745	2244.745	NA		
Sask Beach Camera 1 July 25 M2U00511	2021-07-01 18:41:57		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00511.MPG	5731.230	29.97	90F	Still			POINT	2247.000	2247.000	NA		
Sask Beach Camera 1 July 25 M2U00511	2021-07-01 18:41:57		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00511.MPG	5731.230	29.97	B9A	Still			POINT	2247.000	2247.000	NA		
Sask Beach Camera 1 July 25 M2U00511	2021-07-01 18:41:57		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00511.MPG	5731.230	29.97	C4B	Still			POINT	2247.000	2247.000	NA		
Sask Beach Camera 1 July 25 M2U00511	2021-07-01 18:41:57		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00511.MPG	5731.230	29.97	516	Still			POINT	2247.000	2247.000	NA		
Sask Beach Camera 1 July 25 M2U00511	2021-07-01 18:41:57		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00511.MPG	5731.230	29.97	3E4	Still			POINT	2247.000	2247.000	NA		
Sask Beach Camera 1 July 25 M2U00511	2021-07-01 18:41:57		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00511.MPG	5731.230	29.97	7F0	Self-grooming			POINT	2247.000	2247.000	NA		
Sask Beach Camera 1 July 25 M2U00511	2021-07-01 18:41:57		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00511.MPG	5731.230	29.97	D8A	Still			POINT	2247.000	2247.000	NA		
Sask Beach Camera 1 July 25 M2U00511	2021-07-01 18:41:57		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00511.MPG	5731.230	29.97	E77	Still			POINT	2247.000	2247.000	NA		
Sask Beach Camera 2 July 30 M2U00725	2021-07-15 15:32:24		F:/Bat Videos/Sask Beach/Camera 2 July 30 3.00/M2U00725.MPG	5695.190	29.97	3E4	Self-grooming			POINT	2250.150	2250.150	NA		
Sask Beach Camera 2 July 28 M2U00653	2021-07-12 22:22:34		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00653.MPG	5380.380	29.97	7F0	Self-grooming			POINT	2250.851	2250.851	NA		
Sask Beach Camera 2 July 28 M2U00653	2021-07-12 22:22:34		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00653.MPG	5380.380	29.97	E77	Head lift			POINT	2250.851	2250.851	NA		
Sask Beach Camera 2 July 28 M2U00653	2021-07-12 22:22:34		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00653.MPG	5380.380	29.97	E77	Wing stretch			POINT	2251.852	2251.852	NA		
Sask Beach Camera 2 July 28 M2U00653	2021-07-12 22:22:34		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00653.MPG	5380.380	29.97	D8A	Allow ACU			POINT	2254.854	2254.854	NA		
Sask Beach Camera 2 July 28 M2U00653	2021-07-12 22:22:34		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00653.MPG	5380.380	29.97	E77	ACU - Side			POINT	2254.854	2254.854	NA		
Sask Beach Camera 2 July 28 M2U00653	2021-07-12 22:22:34		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00653.MPG	5380.380	29.97	90F	Wing stretch			POINT	2257.558	2257.558	NA		
Sask Beach Camera 2 July 29 M2U00665	2021-07-15 15:22:02		F:/Bat Videos/Sask Beach/Camera 2 July 29 3.30/M2U00665.MPG	5727.150	29.97	90F	Still			POINT	2258.000	2258.000	NA		
Sask Beach Camera 2 July 29 M2U00665	2021-07-15 15:22:02		F:/Bat Videos/Sask Beach/Camera 2 July 29 3.30/M2U00665.MPG	5727.150	29.97	B9A	Still			POINT	2258.000	2258.000	NA		
Sask Beach Camera 2 July 29 M2U00665	2021-07-15 15:22:02		F:/Bat Videos/Sask Beach/Camera 2 July 29 3.30/M2U00665.MPG	5727.150	29.97	C4B	Still			POINT	2258.000	2258.000	NA		
Sask Beach Camera 2 July 29 M2U00665	2021-07-15 15:22:02		F:/Bat Videos/Sask Beach/Camera 2 July 29 3.30/M2U00665.MPG	5727.150	29.97	516	Still			POINT	2258.000	2258.000	NA		
Sask Beach Camera 2 July 29 M2U00665	2021-07-15 15:22:02		F:/Bat Videos/Sask Beach/Camera 2 July 29 3.30/M2U00665.MPG	5727.150	29.97	3E4	Still			POINT	2258.000	2258.000	NA		
Sask Beach Camera 2 July 29 M2U00665	2021-07-15 15:22:02		F:/Bat Videos/Sask Beach/Camera 2 July 29 3.30/M2U00665.MPG	5727.150	29.97	7F0	Still			POINT	2258.000	2258.000	NA		
Sask Beach Camera 2 July 29 M2U00665	2021-07-15 15:22:02		F:/Bat Videos/Sask Beach/Camera 2 July 29 3.30/M2U00665.MPG	5727.150	29.97	D8A	Still			POINT	2258.000	2258.000	NA		
Sask Beach Camera 2 July 29 M2U00665	2021-07-15 15:22:02		F:/Bat Videos/Sask Beach/Camera 2 July 29 3.30/M2U00665.MPG	5727.150	29.97	E77	Still			POINT	2258.000	2258.000	NA		
Sask Beach Camera 2 July 28 M2U00653	2021-07-12 22:22:34		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00653.MPG	5380.380	29.97	516	Active - Walking			POINT	2260.059	2260.059	NA		
Sask Beach Camera 2 July 28 M2U00653	2021-07-12 22:22:34		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00653.MPG	5380.380	29.97	D8A	Leave cluster			POINT	2260.059	2260.059	NA		
Sask Beach Camera 2 July 28 M2U00653	2021-07-12 22:22:34		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00653.MPG	5380.380	29.97	D8A	Active - Walking			POINT	2260.560	2260.560	NA		
Sask Beach Camera 2 July 28 M2U00653	2021-07-12 22:22:34		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00653.MPG	5380.380	29.97	90F	Self-grooming			POINT	2263.564	2263.564	NA		
Sask Beach Camera 2 July 28 M2U00653	2021-07-12 22:22:34		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00653.MPG	5380.380	29.97	E77	Self-grooming			POINT	2263.564	2263.564	NA		
Sask Beach Camera 2 July 30 M2U00726	2021-07-15 18:09:40		F:/Bat Videos/Sask Beach/Camera 2 July 30 3.00/M2U00726.MPG	5726.090	29.97	90F	END			POINT	2268.000	2268.000	NA		
Sask Beach Camera 2 July 30 M2U00726	2021-07-15 18:09:40		F:/Bat Videos/Sask Beach/Camera 2 July 30 3.00/M2U00726.MPG	5726.090	29.97	B9A	END			POINT	2268.000	2268.000	NA		
Sask Beach Camera 2 July 30 M2U00726	2021-07-15 18:09:40		F:/Bat Videos/Sask Beach/Camera 2 July 30 3.00/M2U00726.MPG	5726.090	29.97	C4B	END			POINT	2268.000	2268.000	NA		
Sask Beach Camera 2 July 30 M2U00726	2021-07-15 18:09:40		F:/Bat Videos/Sask Beach/Camera 2 July 30 3.00/M2U00726.MPG	5726.090	29.97	516	END			POINT	2268.000	2268.000	NA		
Sask Beach Camera 2 July 30 M2U00726	2021-07-15 18:09:40		F:/Bat Videos/Sask Beach/Camera 2 July 30 3.00/M2U00726.MPG	5726.090	29.97	3E4	END			POINT	2268.000	2268.000	NA		
Sask Beach Camera 2 July 30 M2U00726	2021-07-15 18:09:40		F:/Bat Videos/Sask Beach/Camera 2 July 30 3.00/M2U00726.MPG	5726.090	29.97	7F0	END			POINT	2268.000	2268.000	NA		
Sask Beach Camera 2 July 30 M2U00726	2021-07-15 18:09:40		F:/Bat Videos/Sask Beach/Camera 2 July 30 3.00/M2U00726.MPG	5726.090	29.97	D8A	END			POINT	2268.000	2268.000	NA		
Sask Beach Camera 2 July 30 M2U00726	2021-07-15 18:09:40		F:/Bat Videos/Sask Beach/Camera 2 July 30 3.00/M2U00726.MPG	5726.090	29.97	E77	END			POINT	2268.000	2268.000	NA		
Sask Beach Camera 1 July 25 M2U00512	2021-07-06 01:22:19		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00512.MPG	5729.100	29.97	90F	ACU - Head first			POINT	2268.112	2268.112	NA		
Sask Beach Camera 1 July 25 M2U00512	2021-07-06 01:22:19		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00512.MPG	5729.100	29.97	90F	Join cluster 1			POINT	2268.112	2268.112	NA		
Sask Beach Camera 2 July 29 M2U00664	2021-07-15 14:18:22		F:/Bat Videos/Sask Beach/Camera 2 July 29 3.30/M2U00664.MPG	5693.200	29.97	E77	Self-grooming			POINT	2268.168	2268.168	NA		
Sask Beach Camera 2 July 29 M2U00664	2021-07-15 14:18:22		F:/Bat Videos/Sask Beach/Camera 2 July 29 3.30/M2U00664.MPG	5693.200	29.97	516	Self-grooming			POINT	2269.000	2269.000	NA		
Sask Beach Camera 1 July 25 M2U00511	2021-07-01 18:41:57		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00511.MPG	5731.230	29.97	90F	Self-grooming			POINT	2270.169	2270.169	NA		
Sask Beach Camera 2 July 28 M2U00653	2021-07-12 22:22:34		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00653.MPG	5380.380	29.97	90F	Wing stretch			POINT	2270.171	2270.171	NA		
Sask Beach Camera 1 July 25 M2U00512	2021-07-06 01:22:19		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00512.MPG	5729.100	29.97	D8A	Allow ACU			POINT	2271.114	2271.114	NA		
Sask Beach Camera 2 July 30 M2U00725	2021-07-15 15:32:24		F:/Bat Videos/Sask Beach/Camera 2 July 30 3.00/M2U00725.MPG	5695.190	29.97	D8A	Self-grooming			POINT	2277.178	2277.178	NA		
Sask Beach Camera 1 July 25 M2U00512	2021-07-06 01:22:19		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00512.MPG	5729.100	29.97	90F	END			POINT	2284.000	2284.000	NA		
Sask Beach Camera 1 July 25 M2U00512	2021-07-06 01:22:19		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00512.MPG	5729.100	29.97	B9A	END			POINT	2284.000	2284.000	NA		
Sask Beach Camera 1 July 25 M2U00512	2021-07-06 01:22:19		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00512.MPG	5729.100	29.97	C4B	END			POINT	2284.000	2284.000	NA		
Sask Beach Camera 1 July 25 M2U00512	2021-07-06 01:22:19		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00512.MPG	5729.100	29.97	516	END			POINT	2284.000	2284.000	NA		
Sask Beach Camera 1 July 25 M2U00512	2021-07-06 01:22:19		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00512.MPG	5729.100	29.97	3E4	END			POINT	2284.000	2284.000	NA		
Sask Beach Camera 1 July 25 M2U00512	2021-07-06 01:22:19		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00512.MPG	5729.100	29.97	7F0	END			POINT	2284.000	2284.000	NA		
Sask Beach Camera 1 July 25 M2U00512	2021-07-06 01:22:19		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00512.MPG	5729.100	29.97	D8A	END			POINT	2284.000	2284.000	NA		
Sask Beach Camera 1 July 25 M2U00512	2021-07-06 01:22:19		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00512.MPG	5729.100	29.97	E77	END			POINT	2284.000	2284.000	NA		
Sask Beach Camera 2 July 29 M2U00664	2021-07-15 14:18:22		F:/Bat Videos/Sask Beach/Camera 2 July 29 3.30/M2U00664.MPG	5693.200	29.97	7F0	Wing stretch			POINT	2289.189	2289.189	NA		
Sask Beach Camera 1 July 25 M2U00511	2021-07-01 18:41:57		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00511.MPG	5731.230	29.97	7F0	Wing stretch			POINT	2291.291	2291.291	NA		
Sask Beach Camera 2 July 30 M2U00725	2021-07-15 15:32:24		F:/Bat Videos/Sask Beach/Camera 2 July 30 3.00/M2U00725.MPG	5695.190	29.97	7F0	Wing stretch			POINT	2292.892	2292.892	NA		
Sask Beach Camera 2 July 26 M2U00520	2021-07-12 17:00:00		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00644.MPG	5493.490	29.97	90F	END			POINT	2294.000	2294.000	NA		
Sask Beach Camera 2 July 26 M2U00520	2021-07-12 17:00:00		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00644.MPG	5493.490	29.97	B9A	END			POINT	2294.000	2294.000	NA		
Sask Beach Camera 2 July 26 M2U00520	2021-07-12 17:00:00		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00644.MPG	5493.490	29.97	C4B	END			POINT	2294.000	2294.000	NA		
Sask Beach Camera 2 July 26 M2U00520	2021-07-12 17:00:00		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00644.MPG	5493.490	29.97	516	END			POINT	2294.000	2294.000	NA		
Sask Beach Camera 2 July 26 M2U00520	2021-07-12 17:00:00		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00644.MPG	5493.490	29.97	3E4	END			POINT	2294.000	2294.000	NA		
Sask Beach Camera 2 July 26 M2U00520	2021-07-12 17:00:00		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00644.MPG	5493.490	29.97	7F0	END			POINT	2294.000	2294.000	NA		
Sask Beach Camera 2 July 26 M2U00520	2021-07-12 17:00:00		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00644.MPG	5493.490	29.97	D8A	END			POINT	2294.000	2294.000	NA		
Sask Beach Camera 2 July 26 M2U00520	2021-07-12 17:00:00		F:/Bat Videos/Sask Beach/Camera 2 July 26 22.20/M2U00644.MPG	5493.490	29.97	E77	END			POINT	2294.000	2294.000	NA		
Sask Beach Camera 2 July 29 M2U00664	2021-07-15 14:18:22		F:/Bat Videos/Sask Beach/Camera 2 July 29 3.30/M2U00664.MPG	5693.200	29.97	E77	Join cluster 1			POINT	2305.906	2305.906	NA		
Sask Beach Camera 2 July 30 M2U00725	2021-07-15 15:32:24		F:/Bat Videos/Sask Beach/Camera 2 July 30 3.00/M2U00725.MPG	5695.190	29.97	3E4	Head lift			POINT	2306.006	2306.006	NA		
Sask Beach Camera 1 July 25 M2U00511	2021-07-01 18:41:57		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00511.MPG	5731.230	29.97	516	Self-grooming			POINT	2309.710	2309.710	NA		
Sask Beach Camera 2 July 29 M2U00664	2021-07-15 14:18:22		F:/Bat Videos/Sask Beach/Camera 2 July 29 3.30/M2U00664.MPG	5693.200	29.97	90F	END			POINT	2311.000	2311.000	NA		
Sask Beach Camera 2 July 29 M2U00664	2021-07-15 14:18:22		F:/Bat Videos/Sask Beach/Camera 2 July 29 3.30/M2U00664.MPG	5693.200	29.97	B9A	END			POINT	2311.000	2311.000	NA		
Sask Beach Camera 2 July 29 M2U00664	2021-07-15 14:18:22		F:/Bat Videos/Sask Beach/Camera 2 July 29 3.30/M2U00664.MPG	5693.200	29.97	C4B	END			POINT	2311.000	2311.000	NA		
Sask Beach Camera 2 July 29 M2U00664	2021-07-15 14:18:22		F:/Bat Videos/Sask Beach/Camera 2 July 29 3.30/M2U00664.MPG	5693.200	29.97	516	END			POINT	2311.000	2311.000	NA		
Sask Beach Camera 2 July 29 M2U00664	2021-07-15 14:18:22		F:/Bat Videos/Sask Beach/Camera 2 July 29 3.30/M2U00664.MPG	5693.200	29.97	3E4	END			POINT	2311.000	2311.000	NA		
Sask Beach Camera 2 July 29 M2U00664	2021-07-15 14:18:22		F:/Bat Videos/Sask Beach/Camera 2 July 29 3.30/M2U00664.MPG	5693.200	29.97	7F0	END			POINT	2311.000	2311.000	NA		
Sask Beach Camera 2 July 29 M2U00664	2021-07-15 14:18:22		F:/Bat Videos/Sask Beach/Camera 2 July 29 3.30/M2U00664.MPG	5693.200	29.97	D8A	END			POINT	2311.000	2311.000	NA		
Sask Beach Camera 2 July 29 M2U00664	2021-07-15 14:18:22		F:/Bat Videos/Sask Beach/Camera 2 July 29 3.30/M2U00664.MPG	5693.200	29.97	E77	END			POINT	2311.000	2311.000	NA		
Sask Beach Camera 2 July 31 M2U00734	2021-07-15 18:43:54		F:/Bat Videos/Sask Beach/Camera 2 July 31 3.40/M2U00734.MPG	4512.010	29.97	90F	END			POINT	2311.000	2311.000	NA		
Sask Beach Camera 2 July 31 M2U00734	2021-07-15 18:43:54		F:/Bat Videos/Sask Beach/Camera 2 July 31 3.40/M2U00734.MPG	4512.010	29.97	B9A	END			POINT	2311.000	2311.000	NA		
Sask Beach Camera 2 July 31 M2U00734	2021-07-15 18:43:54		F:/Bat Videos/Sask Beach/Camera 2 July 31 3.40/M2U00734.MPG	4512.010	29.97	C4B	END			POINT	2311.000	2311.000	NA		
Sask Beach Camera 2 July 31 M2U00734	2021-07-15 18:43:54		F:/Bat Videos/Sask Beach/Camera 2 July 31 3.40/M2U00734.MPG	4512.010	29.97	516	END			POINT	2311.000	2311.000	NA		
Sask Beach Camera 2 July 31 M2U00734	2021-07-15 18:43:54		F:/Bat Videos/Sask Beach/Camera 2 July 31 3.40/M2U00734.MPG	4512.010	29.97	3E4	END			POINT	2311.000	2311.000	NA		
Sask Beach Camera 2 July 31 M2U00734	2021-07-15 18:43:54		F:/Bat Videos/Sask Beach/Camera 2 July 31 3.40/M2U00734.MPG	4512.010	29.97	7F0	END			POINT	2311.000	2311.000	NA		
Sask Beach Camera 2 July 31 M2U00734	2021-07-15 18:43:54		F:/Bat Videos/Sask Beach/Camera 2 July 31 3.40/M2U00734.MPG	4512.010	29.97	D8A	END			POINT	2311.000	2311.000	NA		
Sask Beach Camera 2 July 31 M2U00734	2021-07-15 18:43:54		F:/Bat Videos/Sask Beach/Camera 2 July 31 3.40/M2U00734.MPG	4512.010	29.97	E77	END			POINT	2311.000	2311.000	NA		
Sask Beach Camera 2 July 30 M2U00725	2021-07-15 15:32:24		F:/Bat Videos/Sask Beach/Camera 2 July 30 3.00/M2U00725.MPG	5695.190	29.97	90F	END			POINT	2323.000	2323.000	NA		
Sask Beach Camera 2 July 30 M2U00725	2021-07-15 15:32:24		F:/Bat Videos/Sask Beach/Camera 2 July 30 3.00/M2U00725.MPG	5695.190	29.97	B9A	END			POINT	2323.000	2323.000	NA		
Sask Beach Camera 2 July 30 M2U00725	2021-07-15 15:32:24		F:/Bat Videos/Sask Beach/Camera 2 July 30 3.00/M2U00725.MPG	5695.190	29.97	C4B	END			POINT	2323.000	2323.000	NA		
Sask Beach Camera 2 July 30 M2U00725	2021-07-15 15:32:24		F:/Bat Videos/Sask Beach/Camera 2 July 30 3.00/M2U00725.MPG	5695.190	29.97	516	END			POINT	2323.000	2323.000	NA		
Sask Beach Camera 2 July 30 M2U00725	2021-07-15 15:32:24		F:/Bat Videos/Sask Beach/Camera 2 July 30 3.00/M2U00725.MPG	5695.190	29.97	3E4	END			POINT	2323.000	2323.000	NA		
Sask Beach Camera 2 July 30 M2U00725	2021-07-15 15:32:24		F:/Bat Videos/Sask Beach/Camera 2 July 30 3.00/M2U00725.MPG	5695.190	29.97	7F0	END			POINT	2323.000	2323.000	NA		
Sask Beach Camera 2 July 30 M2U00725	2021-07-15 15:32:24		F:/Bat Videos/Sask Beach/Camera 2 July 30 3.00/M2U00725.MPG	5695.190	29.97	D8A	END			POINT	2323.000	2323.000	NA		
Sask Beach Camera 2 July 30 M2U00725	2021-07-15 15:32:24		F:/Bat Videos/Sask Beach/Camera 2 July 30 3.00/M2U00725.MPG	5695.190	29.97	E77	END			POINT	2323.000	2323.000	NA		
Sask Beach Camera 2 July 28 M2U00653	2021-07-12 22:22:34		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00653.MPG	5380.380	29.97	90F	END			POINT	2333.000	2333.000	NA		
Sask Beach Camera 2 July 28 M2U00653	2021-07-12 22:22:34		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00653.MPG	5380.380	29.97	B9A	END			POINT	2333.000	2333.000	NA		
Sask Beach Camera 2 July 28 M2U00653	2021-07-12 22:22:34		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00653.MPG	5380.380	29.97	C4B	END			POINT	2333.000	2333.000	NA		
Sask Beach Camera 2 July 28 M2U00653	2021-07-12 22:22:34		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00653.MPG	5380.380	29.97	516	END			POINT	2333.000	2333.000	NA		
Sask Beach Camera 2 July 28 M2U00653	2021-07-12 22:22:34		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00653.MPG	5380.380	29.97	3E4	END			POINT	2333.000	2333.000	NA		
Sask Beach Camera 2 July 28 M2U00653	2021-07-12 22:22:34		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00653.MPG	5380.380	29.97	7F0	END			POINT	2333.000	2333.000	NA		
Sask Beach Camera 2 July 28 M2U00653	2021-07-12 22:22:34		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00653.MPG	5380.380	29.97	D8A	END			POINT	2333.000	2333.000	NA		
Sask Beach Camera 2 July 28 M2U00653	2021-07-12 22:22:34		F:/Bat Videos/Sask Beach/Camera 2 July 28 00.00/M2U00653.MPG	5380.380	29.97	E77	END			POINT	2333.000	2333.000	NA		
Sask Beach Camera 1 July 25 M2U00511	2021-07-01 18:41:57		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00511.MPG	5731.230	29.97	7F0	Leave cluster			POINT	2337.937	2337.937	NA		
Sask Beach Camera 1 July 25 M2U00511	2021-07-01 18:41:57		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00511.MPG	5731.230	29.97	90F	END			POINT	2367.000	2367.000	NA		
Sask Beach Camera 1 July 25 M2U00511	2021-07-01 18:41:57		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00511.MPG	5731.230	29.97	B9A	END			POINT	2367.000	2367.000	NA		
Sask Beach Camera 1 July 25 M2U00511	2021-07-01 18:41:57		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00511.MPG	5731.230	29.97	C4B	END			POINT	2367.000	2367.000	NA		
Sask Beach Camera 1 July 25 M2U00511	2021-07-01 18:41:57		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00511.MPG	5731.230	29.97	516	END			POINT	2367.000	2367.000	NA		
Sask Beach Camera 1 July 25 M2U00511	2021-07-01 18:41:57		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00511.MPG	5731.230	29.97	3E4	END			POINT	2367.000	2367.000	NA		
Sask Beach Camera 1 July 25 M2U00511	2021-07-01 18:41:57		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00511.MPG	5731.230	29.97	7F0	END			POINT	2367.000	2367.000	NA		
Sask Beach Camera 1 July 25 M2U00511	2021-07-01 18:41:57		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00511.MPG	5731.230	29.97	D8A	END			POINT	2367.000	2367.000	NA		
Sask Beach Camera 1 July 25 M2U00511	2021-07-01 18:41:57		F:/Bat Videos/Sask Beach/Camera 1 July 25 22.50/M2U00511.MPG	5731.230	29.97	E77	END			POINT	2367.000	2367.000	NA		
